id,magSource
ak023a75l0un,0
ci40532856,2
ci37528285,2
nc73922351,6
ak023a75i0b2,0
uu60547292,8
ak023a75gxw7,0
ak023a75gouj,0
nc73922346,6
us6000kyz6,13
ci40532840,2
av91112748,1
nc73922341,6
ak023a75ead3,0
hv73517837,4
nc73922331,6
us7000kqct,13
ak023a5vmpkm,0
us6000kyys,13
nc73922316,6
nc73922311,6
nc73922306,6
us6000kyyq,13
uw61948786,15
ak023a5vixkx,0
ak023a5vix5s,0
us7000knzi,13
nc73922301,6
nc73922296,6
uw61948781,15
nc73922291,6
nc73922286,6
hv73517772,4
ci40532816,12
ak023a5v09sq,0
nc73922281,6
hv73517762,4
ak023a5uwrko,0
tx2023pnqf,12
ak023a5umae7,0
us6000kyyh,13
ak023a5ulx1o,0
uw61948751,15
ak023a5uke5j,0
ok2023pnpp,9
tx2023pnpo,12
av91996536,1
ak023a5uhcu7,0
ak023a5uf76l,0
nc73922276,6
ci40532744,2
uw61948741,8
ak023a5uapuh,0
nn00864253,8
hv73517687,4
ak023a5tzyh8,0
ak023a5tzcz3,0
ak023a5tz5ju,0
ak023a5tyj3e,0
ak023a5txv6f,0
av91996491,1
uw61948726,12
hv73517667,4
mb90024183,8
ak023a5tv3rv,0
ak023a5tugck,0
ak023a5tue7t,0
ak023a5tsb2l,0
ci40532696,2
av91996461,1
uw61948696,15
us6000kyxh,13
ak023a5tost8,0
nc73922266,6
hv73517602,4
tx2023pnls,2
ak023a5tb4ae,0
ak023a5ta84r,0
us7000kqcq,13
ci40532672,12
ak023a5t5rms,0
mb90024098,2
us6000kywz,13
av91996426,1
nc73922256,6
ak023a5ssx9s,0
nc73922251,6
nm60543421,2
ak023a5sqbgl,0
ak023a5sq5s6,0
nc73922246,9
av91112728,1
av91996401,1
av91996391,1
av91996386,1
ak023a5sluh6,0
ak023a5skroc,0
uw61948666,15
mb90024178,15
av91996376,1
ak023a5s5zna,0
ak023a5s5rrk,0
us6000kywl,13
ci40532632,15
nc73922241,6
mb90024093,1
ci40532616,2
pr71421008,10
uu60547267,6
mb90024173,8
ak023a5rwsbg,0
ci40532608,2
us6000kywd,13
av91996296,1
av91996286,1
av91112723,1
av91996276,1
av91996271,1
uw61948641,6
us7000knz4,13
us7000knz5,13
ak023a5rd891,0
ci40532560,2
ak023a5rc6km,0
us6000kyw9,13
ok2023pnej,9
av91996246,1
ak023a5r1nvd,0
nc73922231,6
ok2023pnec,9
ci40532536,2
nc73922226,6
nc73922221,6
av91996231,1
av91996226,1
av91996221,1
ak023a5quub3,0
us6000kyvp,13
nc73922211,6
ak023a5qqz0g,0
ak023a5qqyw3,0
uw61948626,2
ak023a5qda7d,0
av91112718,1
av91996166,1
ak023a5qb4xl,0
ak023a5qaqnz,0
ak023a5qao2f,0
ak023a5q8dcu,0
ak023a5q84nt,0
uw61948616,15
ak023a5q6f4u,0
av91996131,1
hv73517067,4
nn00864219,8
ak023a5psmhp,0
ak023a5pqt4c,0
ci40532408,2
ak023a5ppg6r,0
hv73516952,4
ci40532392,2
nc73922201,6
ci40532360,2
nc73922196,2
ak023a5p7ygg,0
ak023a5p7fqw,0
us7000knz0,13
ak023a5p6zbt,0
ak023a5p6s5z,0
nc73922191,6
uu60547247,14
av91112703,1
uu60547252,6
uu60033599,6
ak023a5p3rep,0
ak023a5p3d36,0
uw61948611,2
ak023a5p1gng,0
nc73922186,6
hv73516832,4
nc73922181,6
ak023a5oyfdz,0
ak023a5oyf7b,0
tx2023pmws,12
ak023a5oxfyo,0
ak023a5ox810,0
ak023a5oo7ie,0
nc73922176,6
av91996031,1
hv73516797,4
ak023a5omxpc,0
us6000kyuw,13
nc73922171,6
us7000knyx,13
av91996021,1
us7000knyy,13
ak023a5oi4rf,0
nn00864215,8
ak023a5ohycj,0
nc73922166,6
hv73516762,4
ak023a5ofug9,0
nc73922161,6
nc73922156,6
nc73922151,2
nc73922146,6
hv73516737,4
av91996001,1
ak023a5ocrqb,0
hv73516727,4
ak023a5o29my,0
av91995976,1
ak023a5nzsbv,0
hv73516692,4
av91995971,1
nc73922141,6
ak023a5nwrdx,0
us6000kyui,13
us7000kqi9,13
mb90024068,8
uw61948586,2
nc73922136,6
nc73922131,6
us7000knyt,13
us6000kyty,13
ci40532344,12
ak023a5nafjc,0
ak023a5na9tc,0
uw61948571,2
nc73922121,6
pr71420978,10
ci40532336,2
us6000kytu,13
av91995856,1
mb90024088,2
tx2023pmqu,12
ci40532328,2
ak023a5n5oyb,0
av91995841,1
ak023a5mtpqh,0
ak023a5mtbru,0
ak023a5msfmx,0
ak023a5mrbuj,0
mb90024083,2
ak023a5mmp48,0
ak023a5mmmd4,0
hv73516572,4
nc73922111,6
nc73922106,2
uu60033594,6
nc73922096,6
ci40532320,2
us7000ktx0,13
av91995781,1
us7000knyr,13
us6000kytm,13
us7000ktwx,13
tx2023pmnz,2
av91995771,1
nc73922091,6
av91995766,1
ak023a5m5h8h,0
nc73922086,6
ak023a5m4drz,0
ak023a5m47d2,0
nc73922081,6
ak023a5m3blt,0
ci40532304,2
av91995746,1
nc73922071,6
nc73922066,6
ak023a5lzheq,0
us6000kytg,13
uw61948561,6
nc73922061,6
av91112698,1
av91995736,1
nc73922056,6
nn00864232,8
nc73922051,6
us7000ktx3,13
ak023a5lh4s3,0
av91995716,1
nc73922046,6
av91995711,1
av91995706,1
av91112693,1
av91995701,1
ak023a5ldops,0
pr71420973,6
nc73922041,6
us7000knyq,13
hv73516462,4
mb90024023,2
tx2023pmjs,12
ak023a5kw17e,0
ak023a5kvohf,0
us6000kyt2,13
ci40532296,12
ci40532288,2
ci40532280,2
nn00864213,8
av91995651,1
us7000knyp,13
mb90024063,2
us7000knyn,13
ak023a5ke3gn,0
us6000kysv,13
pr71420958,6
uw61948556,12
tx2023pmhk,12
ak023a5kakz1,0
mb90024053,6
mb90024013,6
us6000kysn,13
us6000kysm,13
ak023a5js6hw,0
ci40532264,2
ak023a5jqrqi,0
ci40532256,2
hv73516397,4
nc73922011,12
ak023a5jmfr9,0
nc73922006,6
us7000knym,13
pr71420948,12
ci40532248,2
nc73922001,6
ak023a5jasbs,0
nc73921996,6
av91995616,1
uw61948541,8
ak023a5j8vff,0
av91995606,1
tx2023pmdz,2
nc73921981,6
uw61948536,2
ci40532232,12
ak023a5j4odl,0
nc73921971,6
hv73516352,4
ci40532224,12
av91995576,1
ak023a5j1n5d,0
nc73921966,6
nc73921961,6
tx2023pmda,12
ak023a5izjpx,0
nc73921956,6
av91995551,1
av91995541,1
mb90024058,2
pr71420943,6
nc73921951,6
uw61948531,8
ak023a5ihpw5,0
nc73921946,6
mb90024078,15
pr71420933,10
av91995516,1
ak023a5ifhrq,0
ak023a5iext2,0
ak023a5ieq0h,0
ak023a5ie3t1,0
us6000kys0,13
tx2023pmam,12
nn00864198,8
ak023a5hyfm9,0
av91995476,1
tx2023plzr,12
us6000kyrv,13
ak023a5hvtir,0
us7000kq5f,13
tx2023plzf,12
ci40532200,12
us7000knyl,13
tx2023plyt,2
uw61948516,15
ak023a4885da,0
ak023a487vdr,0
ak023a487pm1,0
ak023a4870ux,0
us6000kyrm,13
av91995421,1
ci40532192,2
nn00864189,2
mb90023993,2
ak023a483vgb,0
nc73921941,6
us7000knps,13
av91995411,1
us6000kyri,13
us7000kpz9,13
ak023a481xnx,0
ak023a481ikd,0
av91995396,1
us7000knpr,13
av91112688,1
av91995391,1
nc73921936,13
av91995386,1
av91995381,1
ak023a47ofeq,0
us7000knpq,13
uw61948511,2
av91995376,1
ak023a47moj8,0
av91995371,1
av91995366,1
ci40532160,2
us7000knpy,13
tx2023plvw,12
us7000knpp,13
us7000kpz6,13
us7000kpz5,13
nc73921926,6
uu60547207,12
mb90024073,2
us6000kyr7,0
av91995326,1
ak023a47bxxy,0
ak023a472zq1,0
ak023a472hph,0
pr71420923,6
ak023a46zpsn,0
ak023a46yvbu,0
av91995291,1
ci40532112,2
ci40532104,2
uw61948491,14
ak023a46sdup,0
nc73921916,4
nc73921911,6
ok2023plsy,2
ci40532096,2
tx2023plsr,12
ci40532080,2
ci40532088,12
us6000kyqu,13
hv73516157,13
pr2023220001,13
us6000kyqp,13
av91995251,1
av91112683,1
nn00864170,8
ak023a468y5r,0
ak023a46834x,0
ci40532048,2
ak023a467voh,0
av91995236,1
ci40532040,2
us7000knpj,13
ak023a45ud8d,0
tx2023plqh,12
ak023a45smol,0
ak023a45ptkz,0
us6000kyqe,13
av91995216,1
nc73921901,6
ak023a45ng34,0
us7000knpu,13
us7000knpn,13
mb90023978,1
ak023a45k8ew,0
nc73921896,6
pr71420883,13
pr71420873,8
nc71131134,6
tx2023plok,12
hv73516042,4
us6000kyph,13
uu60547187,2
us6000kypl,13
tx2023plnx,2
uw61948466,15
hv73516027,4
us7000knpi,13
ok2023plnt,9
ci40531960,2
us6000kyqg,13
ak023a453cs4,0
nc73921886,6
ak023a452ots,0
ci40531952,12
ak023a4528xn,0
ak023a4505et,0
